Table 1
Grant Activity,,,,,,,,,,,,,,,,,,,
Beloved In Christ,,,,,,,,,,,,,,,,,,,
Transaction ID,Charity,Charity Address,Grant Status,Contact Person,Grant Letter,Grant Type,Amount,Foreign Currency Amount,Currency,Recommendation Submitted Date,Requested Payment Date,Sent Date,Recommended By,Recognition,Grant Purpose,Special Note,Cleared Date,Check Number / Payment ID,EIN
9791723,Friends of Independent Schools and Better Education (FRISBE),"117 E. Louisa St. , #533 Seattle, WA 98102",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,11/5/24,11/5/24,11/13/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, donation for Trinity College School Fund in Canada.",Trinity College is based in Canada. The grantee accepts donations on their behalf to simplify USA giving to the school.,11/13/24,502586,91-1216755
5346934,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"75,000.00",0.00,USD,3/18/21,3/18/21,3/23/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,3/23/21,354788,74-2888658
5618671,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"200,000.00",0.00,USD,7/1/21,7/1/21,7/13/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,7/13/21,362535,82-5259273
6109243,Crazy Love Ministries,"107 SAGAMORE ST  , SAN FRANCISCO, CA 94112",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,12/10/21,12/11/21,12/16/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for Scripture Labs project led by Kevin Kim.,Scripture Labs is a project led Kevin Kim to translate scripture into other languages using Artificial Intelligence with the purpose of spreading God's word in different countries through interactive modules.,12/16/21,376860,47-1182550
6970224,"The New Horizons Foundation, Inc.","5550 Tech Center Drive, Suite 303 , Colorado Springs, CO 80919",Payment Cleared,,Yes,Single,"24,000.00",0.00,USD,9/7/22,9/8/22,9/13/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, to support missionary Tyler Sowel for Project Overflowing Wells 2195. Recommended by the Beloved in Christ Fund.","Overflowing Wells is a project by the charity to reach communities where less than 2% of the community is Christian. Project number referenced in the grant purpose is used internally by the charity for recording keeping purposes. Per banking team, no relation to Tyler Sowel.",9/13/22,401812,84-1123082
3623737,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,Stuart Nunnally,No,Single,"150,000.00",0.00,USD,5/15/19,5/15/19,5/24/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Unrestricted gift.,,5/24/19,307566,74-2888658
4723856,Crazy Love Ministries,"107 SAGAMORE ST  , SAN FRANCISCO, CA 94112",Payment Cleared,,No,Single,"80,000.00",0.00,USD,7/30/20,7/30/20,8/4/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,8/4/20,335108,47-1182550
3187576,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,Natalie Green,No,Single,"300,000.00",0.00,USD,10/18/18,10/18/18,11/6/18,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,"$100,000.00 for the Impact Fund and match donation for October 2018, $100,000.00 for Bugesera High School, and $100,000.00 for the African College of Theology.",The Impact Fund supports the general operations of the grantee. Bugesera High School and the African College of Theology are fiscally supported by the grantee.,2/5/19,295748,48-1291935
8048041,Village Enterprise Fund,"751 Laurel Street, PMB #222  , San Carlos, CA 94070",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,7/20/23,7/21/23,7/28/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,7/28/23,438692,22-2852248
10245587,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,2/2/25,2/2/25,2/5/25,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,2/12/25,176844,74-2453636
8046717,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00",0.00,USD,7/19/23,7/20/23,7/25/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,James1:27 Program: supporting widows and orphans in the Highland Lakes area,"This program is dedicated to initiatives to ease the burden of families that are in dire straits, such as orphans and widows as mentioned in James 1:27.",7/25/23,438300,85-3966985
6763942,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,6/19/22,6/20/22,6/28/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,6/28/22,396775,74-2453636
8156560,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,9/6/23,9/7/23,9/22/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for Dean Braxton Ministries. Recommended by the Beloved in Christ Foundation,Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,9/22/23,442369,75-3094503
2700448,Village Enterprise Fund,"751 Laurel Street, PMB #222  , San Carlos, CA 94070",Payment Cleared,Kelsey Freeman,No,Single,"50,000.00",0.00,USD,12/21/17,12/21/17,1/4/18,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Unrestricted gift.,ok,1/4/18,285572,22-2852248
5155725,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,Natalie Green,Yes,Single,"100,000.00",0.00,USD,1/10/21,1/10/21,1/20/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for the Nigeria Project,Africa New Life Ministries works to transform lives through meeting basic needs and sharing the freedom and hope found in Christ in communities in Africa.,1/20/21,350800,48-1291935
5155726,Pine Cove Inc.,"P.O. Box 9000  , Tyler, TX 75711-9000",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,1/10/21,1/10/21,1/14/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,1/14/21,350404,75-1254353
5313039,Young Life,"P.O. Box 70065  , Prescott, AZ 86304-7065",Payment Cleared,Kurt Cotter,Yes,Single,"15,000.00",0.00,USD,3/8/21,3/8/21,3/31/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"Gift to support YL Marble Falls, TX170",ID number referenced in the grant purpose is used internally by the charity for record-keeping purposes.,3/31/21,354333,84-0385934
6691734,Young Life,"P.O. Box 520 Colorado Springs, CO 80901",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,6/6/22,6/7/22,6/9/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, donation for YL Central/Latin America donation to support Budget XD227",Account number referenced in the Grant Purpose is used internally by the charity for record-keeping purposes.,6/9/22,394823,84-0385934
6432262,United States Fund for UNICEF,"125 Maiden Lane  , New York, NY 10038",Payment Cleared,,Yes,Single,"300,000.00",0.00,USD,3/8/22,3/9/22,3/15/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Children of Ukraine. Recommended by the Beloved in Christ Fund.,,3/15/22,387059,13-1760110
9915561,"Reliant Mission, Inc.","11002 Lake Hart Drive, Suite 100 , Orlando, FL 32832",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,12/6/24,12/6/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Care Prayer Restoration Ministries (C.P.R. Ministries) FD7963. Recommended by the Beloved in Christ Fund,,12/18/24,169926,52-1707002
4387058,"CURE International, Inc.","17011 Hickory Street Spring Lake, MI 49456",Payment Cleared,Jerry Tubergen,No,Single,"561,500.00",0.00,USD,4/1/20,4/1/20,4/7/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation / Cirne Family,Unrestricted gift,,4/7/20,327356,58-2248383
8004209,"Mountain Metro Church, Inc.","P.O. Box 5943 Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,7/13/23,7/14/23,12/20/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,1/4/24,143274,82-5259273
4907701,TexARTS,"2300 Lohman's Spur Suite 160 , Austin, TX 78734",Payment Cleared,,No,Single,"10,000.00",0.00,USD,10/16/20,10/16/20,10/21/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,10/27/20,52056,86-1150456
5855375,The Helping Center of Marble Falls Area Inc,"PO Box 402 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,9/29/21,9/30/21,10/7/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,10/7/21,367803,74-2476594
3650518,GC Relief,"P.O. BOX 27001 , SANTA ANA, CA 92799",Payment Cleared,Ellen Grigsby,No,Single,"65,000.00",0.00,USD,5/30/19,5/30/19,6/5/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Challenge donation.,,6/17/19,23952,23-7275342
3219994,Young Life,"880 Northwood Blvd., Suite 2 Tahoe/Truckee Young Life Incline Village, NV 89451",Cancelled,Mario Ornelas,No,Single,"30,000.00",0.00,USD,11/2/18,11/2/18,,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,"At the discretion of the charity, $10,000.00 to support the missionary work of Christian Biscotti, $10,000.00 to support the missionary work of Will Sinnott, and $10,000.00 for camp sponsorships.","Per banking team, confirmed not related. Camp sponsorships support sending kids to camp.",,,84-0385934
7527797,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,Yes,Single,"75,000.00",0.00,USD,2/21/23,2/22/23,2/27/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for Dean Braxton Ministries. Recommended by the Beloved in Christ Fund,Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church,2/27/23,423781,75-3094503
9176337,Young Life,"PO Box 5184 Harlan, IA 51593-0684",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,6/3/24,6/3/24,6/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for CA576 Operations: Young Life Tahoe/Truckee.,,6/6/24,483178,84-0385934
9176339,Young Life,"PO Box 5184 Harlan, IA 51593-0684",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,6/3/24,6/3/24,6/6/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"Support for Marble Falls, TX Young Life (TX170). Recommended by the Beloved in Christ Fund.",Account number referenced in the grant purpose is used internally by the charity for record keeping purposes.,6/6/24,483177,84-0385934
6012263,Activate Church,"3520 NE 3rd Ave Camas, WA 98607",Payment Cleared,,Yes,Single,"53,000.00",0.00,USD,11/17/21,11/18/21,12/8/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, donation for the Bob And Nellie Mishler Memorial Fund for Baja Missions",,12/8/21,371799,45-3852067
9176342,Young Life,"PO Box 5184 Harlan, IA 51593-0684",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,6/3/24,6/3/24,7/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for Young Life International (XD227). Recommended by the Beloved in Christ Fund.,Account number referenced in the grant purpose is used internally by the charity for record keeping purpose,7/11/24,483633,84-0385934
6159679,Young Life,"P.O. Box 520 Colorado Springs, CO 80901",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,12/20/21,12/21/21,12/28/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"Gift to support the Young Life Tuckee/Tahoe, CA576",Account number referenced in the Grant Purpose is used internally by the charity for record-keeping purposes.,12/28/21,379674,84-0385934
4301972,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,No,Single,"75,000.00",0.00,USD,2/26/20,2/26/20,3/5/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,Unrestricted gift,,3/5/20,325298,26-4789907
5244479,Westlake Bible Church,"9300 BEE CAVE ROAD , AUSTIN, TX 78733-6207",Payment Cleared,,Yes,Single,"30,000.00",0.00,USD,2/10/21,2/10/21,3/23/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,3/23/21,352284,74-2132967
4233581,He Touched Me Ministries,"P.O. Box 13832  , Maumelle, AR 72113",Payment Cleared,Mayaba Chongo,No,Single,"17,000.00",0.00,USD,1/30/20,1/30/20,2/7/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,2/7/20,323914,30-0642828
8134627,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"500,000.00",0.00,USD,8/17/23,8/18/23,8/24/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,8/24/23,440983,82-5259273
9526822,The God of Hope Ministries,"4220 Monterey Oaks Blvd Austin, TX 78749",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,8/24/24,8/24/24,8/30/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund,,9/11/24,160863,41-4050748
8048861,Pine Cove Inc.,"P.O. Box 9000 Tyler, TX 75711",Payment Cleared,,Yes,Single,"200,000.00",0.00,USD,7/22/23,7/23/23,7/27/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,7/27/23,438714,75-1254353
8246038,Young Life,"PO Box 5184 Harlan, IA 51593-0684",Payment Cleared,Kurt Cotter,Yes,Single,"85,000.00",0.00,USD,10/3/23,10/4/23,10/17/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"Gift to support YL Marble Falls, TX170",ID number referenced in the grant purpose is used internally by the charity for record-keeping purposes.,10/17/23,445280,84-0385934
6038706,Messianic Vision Inc.,"P.O. Box 39222 Charlotte, NC 28278",Payment Cleared,,Yes,Single,"595,000.00",0.00,USD,11/24/21,11/25/21,11/30/21,"Beloved In Christ Fund and 89 Applehead Island Drive Horseshoe Bay, TX 78657",None,"$250,000.00 for media and $345,000.00 for shelters",,11/30/21,373075,52-1081247
3940374,"Wings of Humanity, Inc.","15000 N. AIRPORT DRIVE, SUITE 102  , SCOTTSDALE, AZ 85260-2442",Payment Cleared,Mike Donahoe,No,Single,"60,000.00",0.00,USD,10/6/19,10/6/19,10/18/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Unrestricted gift.,,10/18/19,313910,83-2179357
8673208,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,1/12/24,1/13/24,1/18/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund,,1/18/24,466352,27-2939056
5361800,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,4/4/21,4/4/21,4/8/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,4/8/21,355649,74-2453636
5361801,Westlake Bible Church,"9300 BEE CAVE ROAD , AUSTIN, TX 78733-6207",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,4/4/21,4/4/21,4/13/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,4/13/21,355642,74-2132967
4029484,Young Life,"P.O. Box 70065  , Prescott, AZ 86304-7065",Payment Cleared,Brett Rodgers,No,Single,"450,000.00",0.00,USD,11/20/19,11/20/19,12/2/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,YL Central/Latin America donation to support Budget XD227.,Budget XD227 will support the LA (Latin America)/Caribbean University Programs.,12/2/19,316931,84-0385934
6454397,DREAM CENTER FOUNDATION,"2301 Bellevue Ave  , Los Angeles, CA 90026",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,3/15/22,3/16/22,3/25/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,3/25/22,388167,41-2269686
7394541,Burnet County FFA &amp; 4H Livestock Show Association,"P.O. Box 1074  , Burnet, TX 78611",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,1/10/23,1/11/23,1/13/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,2/13/23,118385,74-2073867
7150487,Bright City Ministries,"PO Box 1411 Johnson City, TX 78636",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,11/3/22,11/4/22,11/10/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, Ukraine support. Recommended by the Beloved in Christ Fund.",,11/10/22,407047,85-3966985
7150490,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,11/3/22,11/4/22,11/10/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund.,,11/10/22,407085,74-2614354
8020290,United in Crisis Inc.,"PO Box 275 Leander, TX 78646",Payment Cleared,,Yes,Single,"30,000.00",0.00,USD,7/17/23,7/18/23,7/31/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,7/31/23,438887,92-3622073
3648263,Trinity College School Fund Inc.,"2 BRIDLE PATH LN , BEVERLY FARMS, MA 01915-2177",Payment Cleared,Derek Smith,No,Single,"20,000.00",0.00,USD,5/23/19,5/23/19,5/30/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Donation to the Class of 1989 Bursary.,Trinity College School Fund Inc. is a registered 501(c)(3) public charity. The Class of 1989 Bursary provides financial assistance for students.,6/12/19,23453,13-6187951
6966667,Bright City Ministries,"PO Box 1411 Johnson City, TX 78636",Payment Cleared,Mr. Jarod Breakiron,Yes,Single,"75,000.00",0.00,USD,9/2/22,9/3/22,9/13/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"Donation, at the discretion of the charity, to support Jason Cain's ministry in Ukraine","Per donor, confirmed not related to the named missionary.",9/13/22,401916,85-3966985
8136408,Beloved in Christ Gallery,"511 N. Highway 281 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,8/21/23,8/22/23,8/28/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund.,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,8/28/23,441143,87-4045476
8393187,Beloved in Christ Gallery,"511 N. Highway 281 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"60,000.00",0.00,USD,11/14/23,11/15/23,11/24/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund,,11/24/23,451897,87-4045476
4121792,GC Relief,"PO Box 1595 Merrifield, VA 22116-1595",Payment Cleared,Ellen Grigsby,No,Single,"200,000.00",0.00,USD,12/17/19,12/17/19,12/23/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,1/6/20,34865,23-7275342
4782852,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,No,Single,"350,000.00",0.00,USD,8/20/20,8/20/20,8/28/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,8/28/20,336003,82-5259273
6365473,Bright City Ministries,"PO Box 1411 Johnson City, TX 78636",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,2/15/22,2/16/22,2/23/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for Psalm 685 project. Recommended by the Beloved in Christ Fund.,Psalm 685 is a prayer blanket ministry run by the grantee for those suffering from cancer.,2/23/22,385407,85-3966985
6646330,Begin Again Foundation,"2059 George Mason Dr., #6029 Virginia Beach, VA 23456",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,5/14/22,5/15/22,8/5/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,8/30/22,102699,47-5223416
6646331,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"150,000.00",0.00,USD,5/14/22,5/15/22,6/14/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,6/14/22,392979,82-5259273
6311465,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,1/28/22,1/29/22,2/3/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,2/3/22,383965,74-2888658
8011635,The God of Hope Ministries,"4220 Monterey Oaks Blvd Austin, TX 78749",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,7/14/23,7/15/23,8/2/23,"Beloved In Christ Fund and 89 Applehead Island Drive Horseshoe Bay, TX 78657",None,Unrestricted gift,,8/10/23,131502,41-4050748
8011636,Friends of the Colorado River Foundation Inc.,"P.O. Box 50029  , Austin, TX 78763-0029",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,7/14/23,7/15/23,7/19/23,"Beloved In Christ Fund and 89 Applehead Island Drive Horseshoe Bay, TX 78657",None,Support for the 2023 Spring Highland Lakes Kids Camps &amp; can costs,,7/25/23,130885,74-2631397
7538117,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00",0.00,USD,2/28/23,3/1/23,3/6/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,James 1:27 program. Recommended by the Beloved in Christ Fund.,"This program is dedicated to initiatives to ease the burden of families that are in dire straits, such as orphans and widows as mentioned in James 1:27.",3/6/23,424353,85-3966985
5527620,Luis Palau Evangelistic Association,"PO Box 50 Portland, OR 97207",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,6/1/21,6/1/21,6/7/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,6/7/21,360158,93-0713827
6045126,"CURE International, Inc.","70 Ionia Ave SW Ste 200 , Grand Rapids, MI 49503",Payment Cleared,,Yes,Single,"1,000,000.00",0.00,USD,11/30/21,12/1/21,12/6/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/16/21,81758,58-2248383
5855178,Begin Again Foundation,"P.O. BOX 6029  , VIRGINIA BCH, VA 23456",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,9/29/21,9/30/21,10/4/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,10/13/21,76434,47-5223416
2953016,"Mountain Metro Church, Inc.","2550 Hanover Street  , Palo Alto, CA 94303-1115",Payment Cleared,Edwin Pottenger,No,Single,"4,000,000.00",0.00,USD,5/25/18,5/25/18,6/18/18,Beloved In Christ Fund,null,Unrestricted gift.,,6/18/18,291597,82-5259273
5855182,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,9/29/21,9/30/21,10/6/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,10/6/21,367766,74-2453636
7299732,University of Texas at Austin,"P.O. Box 7458 Austin, TX 78713-7458",Payment Cleared,Ms. Carolyn Connerat,Yes,Single,"150,000.00",0.00,USD,12/14/22,12/15/22,12/22/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,In support of Texas Memorial Museum (UT Museum of Natural Sciences),,12/22/22,415672,74-6000203
7299734,Messianic Vision Inc.,"P.O. Box 39222 Charlotte, NC 28278",Payment Cleared,,Yes,Single,"450,000.00",0.00,USD,12/14/22,12/15/22,12/22/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Annual support,,12/29/22,115550,52-1081247
6045287,Village Enterprise Fund,"751 Laurel Street, PMB #222  , San Carlos, CA 94070",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,11/30/21,12/1/21,12/6/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/14/21,81877,22-2852248
5520734,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,Yes,Single,"75,000.00",0.00,USD,5/24/21,5/24/21,6/3/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,6/3/21,359728,82-5259273
5092911,Young Life,"P.O. Box 70065  , Prescott, AZ 86304-7065",Payment Cleared,Mario Ornelas,Yes,Single,"20,000.00",0.00,USD,12/22/20,12/22/20,12/29/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"Gift to support the Young Life Tuckee/Tahoe Budget, CA576",ID number referenced in the grant purpose is used internally by the charity for record-keeping purposes.,12/29/20,348222,84-0385934
5092917,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,Yes,Single,"107,500.00",0.00,USD,12/22/20,12/22/20,12/29/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"$7,500.00 for the HOPE Prayer Center and $100,000.00 matching grant for December. Recommended by the Beloved in Christ Fund.",The HOPE Prayer Center is a location of the grantee.,12/29/20,348286,26-4789907
8393213,Young Life,"PO Box 520 Colorado Springs, CO 80903",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,11/14/23,11/15/23,11/20/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, support for Latin American/Caribbean (LAC) University programs (#XD227). Recommended by the Beloved in Christ Fund",Account number referenced in the grant purpose is used internally by the charity for record keeping purposes.,11/20/23,450954,84-0385934
8393214,Young Life,"PO Box 520 Colorado Springs, CO 80903",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,11/14/23,11/15/23,11/20/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for WestLake Young Life (TX399). Recommended by the Beloved in Christ Fund.,Account number referenced in the grant purpose is used internally by the charity for record keeping purposes.,11/20/23,450953,84-0385934
5750557,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,Yes,Single,"30,000.00",0.00,USD,8/12/21,8/12/21,8/31/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,Donation for Dean Braxton Ministries,Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,8/31/21,365323,75-3094503
4575585,He Touched Me Ministries,"P.O. Box 13832  , Maumelle, AR 72113",Payment Cleared,,No,Single,"50,000.00",0.00,USD,6/6/20,6/6/20,6/11/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,6/11/20,332237,30-0642828
6171301,Pivot Leadership Group,"6046 FM 2920 #702  , Spring, TX 77379",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,12/23/21,12/24/21,12/31/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,12/31/21,380264,85-1475128
